0.000000000000000000e+00 -1.202548100000000009e+00 8.091479799999999889e-01 1.128887299999999927e+00 -1.050280600000000009e+00 -1.178934900000000008e+00 5.441052800000000245e-01 -5.106899999999999773e-01 1.000000000000000056e-01
1.000000000000000056e-01 -1.037656200000000029e+00 7.710442199999999469e-01 8.896268000000000509e-01 -1.034102599999999983e+00 -1.168341499999999922e+00 7.462464699999999951e-01 -4.980253099999999988e-01 1.000000000000000056e-01
2.000000000000000111e-01 -1.297893600000000092e+00 7.408190799999999632e-01 1.173475999999999964e+00 -1.051709400000000016e+00 -1.180704699999999940e+00 9.050688599999999751e-01 -9.522545300000000434e-01 1.000000000000000333e-01
3.000000000000000444e-01 -1.489181700000000053e+00 7.072766299999999617e-01 1.300062499999999899e+00 -1.051229699999999934e+00 -1.174949999999999939e+00 9.805966600000000088e-01 -9.566129700000000069e-01 9.999999999999997780e-02
4.000000000000000222e-01 -1.164540200000000025e+00 7.279987900000000067e-01 9.248483800000000254e-01 -1.037268599999999985e+00 -1.163794800000000018e+00 1.072493799999999942e+00 -6.489211799999999863e-01 9.999999999999997780e-02
5.000000000000000000e-01 -1.237268599999999941e+00 6.626212700000000400e-01 1.072923300000000024e+00 -1.049562399999999895e+00 -1.169104799999999944e+00 1.199706299999999892e+00 -1.086019599999999974e+00 1.000000000000000888e-01
6.000000000000000888e-01 -1.193028800000000000e+00 6.875730899999999979e-01 1.061373499999999970e+00 -1.051159799999999978e+00 -1.171052600000000110e+00 1.286145700000000058e+00 -1.136398100000000078e+00 9.999999999999997780e-02
7.000000000000000666e-01 -1.205790399999999929e+00 7.136464399999999930e-01 9.260389500000000274e-01 -1.033292600000000006e+00 -1.166511400000000087e+00 1.263502799999999926e+00 -8.346932700000000427e-01 9.999999999999997780e-02
8.000000000000000444e-01 -1.301833800000000041e+00 7.216598800000000313e-01 1.020277799999999901e+00 -1.026053300000000057e+00 -1.168957100000000082e+00 1.328257699999999986e+00 -1.085223199999999943e+00 9.999999999999997780e-02
9.000000000000000222e-01 -1.196635300000000068e+00 6.591012600000000221e-01 1.084106100000000072e+00 -1.057389700000000099e+00 -1.176672799999999963e+00 1.434829300000000085e+00 -1.236765799999999915e+00 9.999999999999997780e-02
1.000000000000000000e+00 -1.276717399999999891e+00 6.723698399999999964e-01 1.084684600000000110e+00 -1.050486599999999937e+00 -1.178256900000000051e+00 1.417742300000000011e+00 -1.205824299999999960e+00 1.000000000000000888e-01
1.100000000000000089e+00 -1.038027699999999998e+00 7.111287499999999762e-01 8.271269500000000274e-01 -1.028713900000000070e+00 -1.162118699999999949e+00 1.480203799999999958e+00 -1.078113600000000005e+00 1.000000000000000888e-01
1.200000000000000178e+00 -1.158931500000000003e+00 7.120098500000000552e-01 9.706332800000000427e-01 -1.042510899999999907e+00 -1.161888000000000032e+00 1.477060000000000040e+00 -1.074460900000000052e+00 9.999999999999986677e-02
1.300000000000000044e+00 -1.188010999999999928e+00 6.724481399999999720e-01 1.085207199999999927e+00 -1.052456999999999976e+00 -1.177498500000000003e+00 1.505675499999999944e+00 -1.224596000000000018e+00 1.000000000000000888e-01
1.400000000000000133e+00 -1.157632900000000076e+00 7.159383099999999667e-01 1.014475999999999933e+00 -1.045063999999999993e+00 -1.175110199999999994e+00 1.510414799999999946e+00 -1.218937699999999902e+00 9.999999999999986677e-02
1.500000000000000000e+00 -1.235113099999999964e+00 6.997640299999999813e-01 8.873271099999999745e-01 -1.003537799999999924e+00 8.624967599999999734e-01 1.522576399999999941e+00 -1.141243400000000019e+00 1.000000000000000888e-01
1.600000000000000089e+00 -1.358731600000000039e+00 7.072367299999999801e-01 1.128330300000000008e+00 -1.028525899999999993e+00 8.457584400000000002e-01 1.549068700000000076e+00 -7.577126499999999876e-01 1.000000000000000888e-01
1.700000000000000178e+00 -1.005400700000000036e+00 8.423226999999999798e-01 8.087026800000000071e-01 -1.012324599999999908e+00 8.582823499999999717e-01 1.534292900000000071e+00 2.635984599999999789e-01 9.999999999999986677e-02
1.800000000000000044e+00 -1.336122500000000102e+00 8.060653199999999741e-01 9.865056800000000514e-01 -9.972980299999999465e-01 8.570459499999999453e-01 1.471092899999999926e+00 1.867972200000000138e-01 1.000000000000000888e-01
1.900000000000000133e+00 -1.352251000000000092e+00 9.212265499999999774e-01 1.020083199999999968e+00 -9.902020999999999740e-01 8.471288099999999543e-01 1.511064100000000021e+00 3.906899799999999923e-01 9.999999999999986677e-02
2.000000000000000000e+00 -1.244367900000000082e+00 8.937102300000000499e-01 1.082370400000000066e+00 -1.018252300000000110e+00 8.483318800000000381e-01 1.506545000000000023e+00 4.738658099999999984e-01 1.000000000000000888e-01
2.100000000000000089e+00 -1.150101500000000110e+00 8.751968799999999549e-01 1.141305100000000072e+00 -1.048170100000000105e+00 8.352162499999999934e-01 1.575741000000000058e+00 3.656723199999999951e-01 1.000000000000000888e-01
2.200000000000000178e+00 -1.057645200000000063e+00 9.009857199999999899e-01 9.993004199999999670e-01 -1.023169199999999890e+00 8.454158099999999898e-01 1.514797799999999972e+00 8.759298599999999491e-01 1.000000000000000888e-01
2.300000000000000266e+00 -1.193089599999999972e+00 9.046929700000000407e-01 1.117240199999999906e+00 -1.030315099999999928e+00 8.381492299999999673e-01 1.495389599999999986e+00 6.119934999999999681e-01 1.000000000000000888e-01
2.400000000000000355e+00 -1.019386200000000020e+00 8.683834200000000170e-01 1.033385699999999963e+00 -1.042476699999999923e+00 8.371047700000000535e-01 1.591714400000000085e+00 7.030943400000000398e-01 9.999999999999964473e-02
2.500000000000000000e+00 -1.894300199999999990e+00 1.155909199999999970e+00 9.404690100000000497e-01 1.180873899999999921e+00 8.867997699999999872e-01 1.466669199999999895e+00 7.176674199999999448e-01 1.000000000000000888e-01
2.600000000000000089e+00 -1.450726799999999983e+00 7.206475100000000467e-01 8.500656500000000060e-01 1.095853600000000094e+00 8.949514200000000530e-01 1.273254799999999909e+00 8.561827499999999924e-01 1.000000000000000888e-01
2.700000000000000178e+00 -1.094223100000000004e+00 2.011783199999999938e-01 9.926746100000000128e-01 9.835574000000000261e-01 8.779909000000000185e-01 9.355361599999999500e-01 4.530551199999999779e-01 1.000000000000000888e-01
2.800000000000000266e+00 -9.453503199999999662e-01 -3.312944999999999918e-01 1.236323700000000025e+00 8.604095800000000072e-01 8.636833299999999713e-01 5.947041899999999659e-01 9.805186899999999983e-02 1.000000000000000888e-01
2.900000000000000355e+00 -7.694286799999999760e-01 -7.938826399999999728e-01 1.536735399999999974e+00 7.402925799999999779e-01 8.570104100000000003e-01 3.380487300000000195e-01 1.153824400000000028e-01 9.999999999999964473e-02
3.000000000000000000e+00 -4.154833600000000238e-01 -1.202257099999999967e+00 1.355838400000000110e+00 6.857539099999999666e-01 8.651528200000000446e-01 1.212290699999999943e-01 2.476728900000000066e-01 1.000000000000000888e-01
3.100000000000000089e+00 -5.385938000000000114e-01 -1.434483699999999917e+00 1.927248800000000095e+00 5.800220600000000060e-01 8.314765699999999704e-01 -6.933651400000000187e-02 1.380892499999999967e-01 1.000000000000000888e-01
3.200000000000000178e+00 -6.145222399999999974e-01 -1.543455900000000103e+00 2.011618299999999859e+00 5.652195899999999940e-01 8.370341900000000113e-01 -2.400471799999999989e-01 6.384315000000000129e-02 1.000000000000000888e-01
3.300000000000000266e+00 -1.286418199999999901e-01 -1.646345699999999912e+00 1.936891499999999988e+00 4.979100100000000140e-01 8.176527099999999493e-01 -3.198629399999999845e-01 3.957460500000000159e-01 1.000000000000000888e-01
3.400000000000000355e+00 -3.307415100000000302e-02 -1.705486000000000057e+00 2.008218799999999860e+00 4.818406000000000078e-01 8.048943800000000204e-01 -3.948519300000000176e-01 5.524431199999999542e-01 9.999999999999964473e-02
3.500000000000000000e+00 3.578679300000000008e-01 -1.995705700000000027e+00 2.554780300000000004e+00 -1.761020699999999994e+00 7.452179799999999465e-01 -4.992836199999999836e-01 1.481229099999999965e-01 1.000000000000000888e-01
3.600000000000000089e+00 -1.553070799999999863e-01 -1.326894000000000018e+00 2.471771100000000221e+00 -1.608985399999999899e+00 7.560883800000000043e-01 -5.393318200000000173e-01 5.728873899999999963e-01 1.000000000000000888e-01
3.700000000000000178e+00 6.835773900000000070e-02 -6.715012900000000284e-01 1.576251499999999917e+00 -1.425091300000000061e+00 7.863195600000000285e-01 -3.945651700000000206e-01 2.143048600000000192e+00 1.000000000000000888e-01
