0.000000000000000000e+00 -1.202548100000000009e+00 8.091479799999999889e-01 1.128887299999999927e+00 -1.050280600000000009e+00 -1.178934900000000008e+00 5.441052800000000245e-01 -5.106899999999999773e-01 4.000000000000000222e-01
4.000000000000000222e-01 -1.164540200000000025e+00 7.279987900000000067e-01 9.248483800000000254e-01 -1.037268599999999985e+00 -1.163794800000000018e+00 1.072493799999999942e+00 -6.489211799999999863e-01 3.000000000000000444e-01
7.000000000000000666e-01 -1.205790399999999929e+00 7.136464399999999930e-01 9.260389500000000274e-01 -1.033292600000000006e+00 -1.166511400000000087e+00 1.263502799999999926e+00 -8.346932700000000427e-01 9.999999999999997780e-02
8.000000000000000444e-01 -1.301833800000000041e+00 7.216598800000000313e-01 1.020277799999999901e+00 -1.026053300000000057e+00 -1.168957100000000082e+00 1.328257699999999986e+00 -1.085223199999999943e+00 5.000000000000000000e-01
1.300000000000000044e+00 -1.188010999999999928e+00 6.724481399999999720e-01 1.085207199999999927e+00 -1.052456999999999976e+00 -1.177498500000000003e+00 1.505675499999999944e+00 -1.224596000000000018e+00 1.000000000000000888e-01
1.400000000000000133e+00 -1.157632900000000076e+00 7.159383099999999667e-01 1.014475999999999933e+00 -1.045063999999999993e+00 -1.175110199999999994e+00 1.510414799999999946e+00 -1.218937699999999902e+00 9.999999999999986677e-02
1.500000000000000000e+00 -1.235113099999999964e+00 6.997640299999999813e-01 8.873271099999999745e-01 -1.003537799999999924e+00 8.624967599999999734e-01 1.522576399999999941e+00 -1.141243400000000019e+00 1.000000000000000888e-01
1.600000000000000089e+00 -1.358731600000000039e+00 7.072367299999999801e-01 1.128330300000000008e+00 -1.028525899999999993e+00 8.457584400000000002e-01 1.549068700000000076e+00 -7.577126499999999876e-01 5.000000000000000000e-01
2.100000000000000089e+00 -1.150101500000000110e+00 8.751968799999999549e-01 1.141305100000000072e+00 -1.048170100000000105e+00 8.352162499999999934e-01 1.575741000000000058e+00 3.656723199999999951e-01 1.000000000000000888e-01
2.200000000000000178e+00 -1.057645200000000063e+00 9.009857199999999899e-01 9.993004199999999670e-01 -1.023169199999999890e+00 8.454158099999999898e-01 1.514797799999999972e+00 8.759298599999999491e-01 1.000000000000000888e-01
2.300000000000000266e+00 -1.193089599999999972e+00 9.046929700000000407e-01 1.117240199999999906e+00 -1.030315099999999928e+00 8.381492299999999673e-01 1.495389599999999986e+00 6.119934999999999681e-01 1.999999999999997335e-01
2.500000000000000000e+00 -1.894300199999999990e+00 1.155909199999999970e+00 9.404690100000000497e-01 1.180873899999999921e+00 8.867997699999999872e-01 1.466669199999999895e+00 7.176674199999999448e-01 2.000000000000001776e-01
2.700000000000000178e+00 -1.094223100000000004e+00 2.011783199999999938e-01 9.926746100000000128e-01 9.835574000000000261e-01 8.779909000000000185e-01 9.355361599999999500e-01 4.530551199999999779e-01 1.000000000000000888e-01
2.800000000000000266e+00 -9.453503199999999662e-01 -3.312944999999999918e-01 1.236323700000000025e+00 8.604095800000000072e-01 8.636833299999999713e-01 5.947041899999999659e-01 9.805186899999999983e-02 1.000000000000000888e-01
2.900000000000000355e+00 -7.694286799999999760e-01 -7.938826399999999728e-01 1.536735399999999974e+00 7.402925799999999779e-01 8.570104100000000003e-01 3.380487300000000195e-01 1.153824400000000028e-01 9.999999999999964473e-02
