1.000000000000000056e-01 7.692577630563823732e+01 7.640343565592868647e-01 -8.145768227346539270e-01 1.000000000000000056e-01
2.000000000000000111e-01 7.692577630563823732e+01 7.381699592337380711e-01 -7.523331386896996431e-01 1.000000000000000333e-01
3.000000000000000444e-01 7.692577630563823732e+01 6.817068626646878293e-01 -6.735612768465009115e-01 9.999999999999997780e-02
4.000000000000000222e-01 7.692577630563823732e+01 6.038730698439401801e-01 -5.871470937561420467e-01 9.999999999999997780e-02
5.000000000000000000e-01 7.692577630563823732e+01 5.166373141546939385e-01 -5.029133439168231856e-01 9.999999999999997780e-02
5.999999999999999778e-01 7.692577630563823732e+01 4.346076500067502790e-01 -4.325987491367710436e-01 1.000000000000000888e-01
7.000000000000000666e-01 7.692577630563823732e+01 3.655119184190065429e-01 -3.790181447153050387e-01 9.999999999999997780e-02
8.000000000000000444e-01 7.692577630563823732e+01 3.108420418413885833e-01 -3.411665006083430818e-01 9.999999999999997780e-02
9.000000000000000222e-01 7.692577630563823732e+01 2.718986626319448430e-01 -3.186147186035062639e-01 9.999999999999997780e-02
1.000000000000000000e+00 7.692577630563823732e+01 2.492607502570197420e-01 -3.104704164886417650e-01 1.000000000000000888e-01
1.100000000000000089e+00 7.895591887132893305e+01 2.406542299867348300e-01 -3.134940214155538807e-01 1.000000000000000888e-01
1.200000000000000178e+00 7.895591887132893305e+01 2.737120163074839851e-01 -4.004371141058094552e-01 1.000000000000000888e-01
1.300000000000000266e+00 7.895591887132893305e+01 3.509136487241157343e-01 -5.106909293588000054e-01 9.999999999999986677e-02
1.400000000000000133e+00 7.895591887132893305e+01 4.560239611454261488e-01 -6.293145925028907905e-01 1.000000000000000888e-01
1.500000000000000222e+00 7.895591887132893305e+01 5.721970099894684303e-01 -7.431670390336713172e-01 9.999999999999986677e-02
1.600000000000000089e+00 7.895591887132893305e+01 6.865593255840266584e-01 -8.435029799658622096e-01 1.000000000000000888e-01
1.700000000000000178e+00 7.895591887132893305e+01 7.900366890277800147e-01 -9.252917940764182614e-01 1.000000000000000888e-01
