1.000000000000000056e-01 7.692577630563823732e+01 7.640343565592868647e-01 -8.145768227346539270e-01 1.000000000000000056e-01
2.000000000000000111e-01 7.692577630563823732e+01 7.381699592337380711e-01 -7.523331386896996431e-01 2.000000000000000111e-01
4.000000000000000222e-01 7.692577630563823732e+01 6.038730698439401801e-01 -5.871470937561420467e-01 4.000000000000000222e-01
8.000000000000000444e-01 7.692577630563823732e+01 3.108420418413885833e-01 -3.411665006083430818e-01 9.999999999999997780e-02
9.000000000000000222e-01 7.692577630563823732e+01 2.718986626319448430e-01 -3.186147186035062639e-01 9.999999999999997780e-02
1.000000000000000000e+00 7.692577630563823732e+01 2.492607502570197420e-01 -3.104704164886417650e-01 1.000000000000000888e-01
1.100000000000000089e+00 7.895591887132893305e+01 2.406542299867348300e-01 -3.134940214155538807e-01 4.000000000000001332e-01
1.500000000000000222e+00 7.895591887132893305e+01 5.721970099894684303e-01 -7.431670390336713172e-01 1.999999999999999556e-01
1.700000000000000178e+00 7.895591887132893305e+01 7.900366890277800147e-01 -9.252917940764182614e-01 1.999999999999999556e-01
1.900000000000000133e+00 7.895591887132893305e+01 9.426292467333694525e-01 -1.025836485223877270e+00 3.000000000000000444e-01
2.200000000000000178e+00 7.571182841816700204e+01 9.698600983751337612e-01 -9.190750042808811804e-01 5.000000000000000000e-01
2.700000000000000178e+00 7.571182841816700204e+01 1.089354365877285291e-01 -5.426793326210931079e-02 2.000000000000001776e-01
2.900000000000000355e+00 7.571182841816700204e+01 -8.754150957440352820e-02 7.069667008113264539e-02 1.000000000000000888e-01
3.000000000000000444e+00 7.571182841816700204e+01 -1.301839010278268705e-01 8.342808771020783498e-02 1.999999999999997335e-01
3.200000000000000178e+00 7.785458293781518080e+01 -9.757081665360782530e-02 -3.640668196994938099e-02 2.000000000000001776e-01
3.400000000000000355e+00 7.785458293781518080e+01 1.129680502120904706e-01 -3.042249519202242514e-01 2.999999999999998224e-01
3.700000000000000178e+00 7.785458293781518080e+01 4.711133055113402857e-01 -6.314223978353080691e-01 2.000000000000001776e-01
3.900000000000000355e+00 7.785458293781518080e+01 6.275650873333562529e-01 -7.380939983527390336e-01 9.999999999999964473e-02
